0.327,1.095,2.619,0.783,51,20,0
0.385,0.84,2.08,0.952,46,25,0
0.404,0.833,2.167,1.05,43,24,0
0.377,0.826,2.304,1.053,43,23,0
0.396,0.87,2.304,1.05,43,23,0
0.396,0.875,2.208,1.0,45,24,0
0.396,0.875,2.208,1.0,45,24,0
0.396,0.875,2.208,1.0,45,24,0
0.396,0.833,2.208,1.05,43,24,0
0.396,0.833,2.208,1.05,43,24,0
0.396,0.833,2.208,1.05,43,24,0
0.396,0.833,2.208,1.05,43,24,0
0.396,0.833,2.208,1.05,43,24,0
0.396,0.833,2.208,1.05,43,24,0
0.396,0.833,2.208,1.05,43,24,0
0.396,0.875,2.208,1.0,45,24,0
0.396,0.833,2.208,1.05,43,24,0
0.377,0.833,2.208,1.0,45,24,0
0.396,0.833,2.208,1.05,43,24,0
0.377,0.875,2.208,0.952,46,24,0
0.377,0.875,2.208,0.952,46,24,0
0.377,0.875,2.208,0.952,46,24,0
0.377,0.875,2.208,0.952,46,24,0
0.37,0.875,2.25,0.952,46,23,0
0.377,0.875,2.208,0.952,46,24,0
0.37,0.875,2.25,0.952,46,23,0
0.37,0.875,2.25,0.952,46,23,0
0.37,0.875,2.25,0.952,46,23,0
0.37,0.875,2.25,0.952,46,23,0
0.37,0.875,2.25,0.952,46,23,0
0.377,0.875,2.208,0.952,46,24,0
0.377,0.875,2.208,0.952,46,24,0
0.377,0.833,2.208,1.0,45,24,0
0.37,0.875,2.25,0.952,46,23,0
0.377,0.875,2.208,0.952,46,24,0
0.377,0.875,2.208,0.952,46,24,0
0.377,0.875,2.208,0.952,46,24,0
0.377,0.875,2.208,0.952,46,24,0
0.377,0.875,2.208,0.952,46,24,0
0.377,0.875,2.208,0.952,46,24,0
0.377,0.875,2.208,0.952,46,24,0
0.396,0.875,2.208,1.0,45,24,0
0.377,0.875,2.208,0.952,46,24,0
0.377,0.833,2.208,1.0,45,24,0
0.377,0.833,2.208,1.0,45,24,0
0.377,0.833,2.208,1.0,45,24,0
0.377,0.833,2.208,1.0,45,24,0
0.377,0.833,2.208,1.0,45,24,0
0.377,0.833,2.208,1.0,45,24,0
0.377,0.833,2.208,1.0,45,24,0
0.377,0.833,2.208,1.0,45,24,0
0.377,0.833,2.208,1.0,45,24,0
0.377,0.833,2.208,1.0,45,24,0
0.37,0.833,2.25,1.0,45,23,0
0.37,0.833,2.25,1.0,45,23,0
0.37,0.833,2.25,1.0,45,23,0
0.37,0.833,2.25,1.0,45,23,0
0.37,0.833,2.25,1.0,45,23,0
0.37,0.833,2.25,1.0,45,23,0
0.37,0.833,2.25,1.0,45,23,0
0.377,0.833,2.208,1.0,45,24,0
0.396,0.833,2.208,1.05,43,24,0
0.37,0.833,2.25,1.0,45,23,0
0.377,0.833,2.208,1.0,45,24,0
0.377,0.833,2.208,1.0,45,24,0
0.377,0.833,2.208,1.0,45,24,0
0.377,0.833,2.208,1.0,45,24,0
0.377,0.833,2.208,1.0,45,24,0
0.37,0.833,2.25,1.0,45,23,0
0.37,0.833,2.25,1.0,45,23,0
0.37,0.833,2.25,1.0,45,23,0
0.37,0.833,2.25,1.0,45,23,0
0.37,0.875,2.25,0.952,46,23,0
0.37,0.875,2.25,0.952,46,23,0
0.37,0.875,2.25,0.952,46,23,0
0.37,0.875,2.25,0.952,46,23,0
0.37,0.875,2.25,0.952,46,23,0
0.37,0.875,2.25,0.952,46,23,0
0.37,0.875,2.25,0.952,46,23,0
0.396,0.875,2.208,1.0,45,24,0
0.37,0.875,2.25,0.952,46,23,0
0.37,0.833,2.25,1.0,45,23,0
0.37,0.833,2.25,1.0,45,23,0
0.37,0.833,2.25,1.0,45,23,0
0.37,0.833,2.25,1.0,45,23,0
0.37,0.833,2.25,1.0,45,23,0
0.37,0.833,2.25,1.0,45,23,0
0.37,0.833,2.25,1.0,45,23,0
0.37,0.833,2.25,1.0,45,23,0
0.37,0.833,2.25,1.0,45,23,0
0.377,0.833,2.208,1.0,45,24,0
0.37,0.833,2.25,1.0,45,23,0
0.37,0.833,2.25,1.0,45,23,0
0.37,0.833,2.25,1.0,45,23,0
0.37,0.833,2.25,1.0,45,23,0
0.37,0.833,2.25,1.0,45,23,0
0.37,0.875,2.25,0.952,46,23,0
0.37,0.833,2.25,1.0,45,23,0
0.37,0.833,2.25,1.0,45,23,0
0.396,0.875,2.208,1.0,45,24,0
0.396,0.875,2.208,1.0,45,24,0
0.396,0.875,2.208,1.0,45,24,0
0.389,0.875,2.25,1.0,45,23,0
0.396,0.833,2.208,1.05,43,24,0
0.37,0.875,2.25,0.952,46,23,0
0.396,0.833,2.208,1.05,43,24,0
0.37,0.833,2.25,1.0,45,23,0
0.377,0.833,2.208,1.0,45,24,0
0.37,0.833,2.25,1.0,45,23,0
0.377,0.833,2.208,1.0,45,24,0
0.37,0.833,2.25,1.0,45,23,0
0.377,0.833,2.208,1.0,45,24,0
0.377,0.833,2.208,1.0,45,24,0
0.377,0.833,2.208,1.0,45,24,0
0.377,0.87,2.304,1.0,45,23,0
0.377,0.87,2.304,1.0,45,23,0
0.377,0.87,2.304,1.0,45,23,0
0.377,0.87,2.304,1.0,45,23,0
0.377,0.87,2.304,1.0,45,23,0
0.377,0.87,2.304,1.0,45,23,0
0.37,0.87,2.348,1.0,45,23,0
0.37,0.87,2.348,1.0,45,23,0
0.396,0.87,2.304,1.05,43,23,0
0.377,0.87,2.304,1.0,45,23,0
0.377,0.87,2.304,1.0,45,23,0
0.377,0.87,2.304,1.0,45,23,0
0.377,0.913,2.304,0.952,46,23,0
0.377,0.913,2.304,0.952,46,23,0
0.377,0.87,2.304,1.0,45,23,0
0.377,0.87,2.304,1.0,45,23,0
0.377,0.87,2.304,1.0,45,23,0
0.377,0.87,2.304,1.0,45,23,0
0.377,0.87,2.304,1.0,45,23,0
0.377,0.87,2.304,1.0,45,23,0
0.377,0.913,2.304,0.952,46,23,0
0.377,0.913,2.304,0.952,46,23,0
0.377,0.913,2.304,0.952,46,23,0
0.377,0.913,2.304,0.952,46,23,0
0.377,0.875,2.208,0.952,46,24,0
0.396,0.913,2.304,1.0,45,23,0
0.404,0.875,2.167,1.0,45,24,0
0.396,0.913,2.304,1.0,45,23,0
0.396,0.913,2.304,1.0,45,23,0
0.404,0.913,2.261,1.0,45,23,0
0.377,0.913,2.304,0.952,46,23,0
0.377,0.913,2.304,0.952,46,23,0
0.377,0.913,2.304,0.952,46,23,0
0.377,0.87,2.304,1.0,45,23,0
0.377,0.875,2.208,0.952,46,24,0
0.352,0.87,2.348,0.95,46,23,0
